mis lea cahkkehit dola .	mun leat cahkkehit dolla .	1;ESS;PL;PRO 3;FIN;IND;PRS;SG;V NFIN;V ACC;N;SG _
lehpet go gávdnan iežadet girjjiid ?	leat go gávdnat ieš girji ?	2;FIN;IND;PL;PRS;V PART PFV;V;V.PTCP GEN;PRO;PSS2P;REFL ACC;N;PL _
dorka lei liegga bivttas .	dorka leat liekkas bivttas .	N;NOM;SG 3;FIN;IND;PST;SG;V ADJ N;NOM;SG _
- gea , juhkki vel liema vai liegganeahppi sihke siskkáldasat ja olgguldasat .	- gea , juhkat vel liepma vai liegganit sihke siskkáldasat ja olgguldasat .	_ INTJ _ 2;DU;FIN;IMP;V ADV ACC;N;SG CONJ 2;DU;FIN;IND;PRS;V ADV ADV CONJ ADV _
son váivvidii dávjá vánhemiiddis .	son váivvidit dávjá váhnen .	3;NOM;PRO;SG 3;FIN;IND;PST;SG;V ADV ACC;N;PL;PSS3S _
oahpa lávlaga bajil !	oahppat lávlla bajil ^excl	2;FIN;IMP;SG;V ACC;N;SG ADV _
lea gal surgat muhtun áigge , go leat duoddariin orrume čoaskima áigge .	leat gal surgat muhtun áigi , go leat duottar orrut čoaskin áigi .	3;FIN;IND;PRS;SG;V ADV ADJ;NOM;SG PRO GEN;N;SG _ CONJ 3;FIN;IND;PL;PRS;V ESS;N;PL FRML;V;V.MSDR GEN;N;SG GEN;N;SG _
kirsti paltto lei sámi girječálliid searvvi vuosttaš jođiheaddji .	kirsti paltto leat sápmi girječálli searvi vuosttaš jođiheaddji .	PROPN NOM;PROPN;SG 3;FIN;IND;PST;SG;V GEN;PROPN;SG GEN;N;PL GEN;N;SG ADJ N;NOM;SG _
olmmáivuovddis ledje badjeolbmot , ja čorrogiettis sis lei geasseorohat .	olmmáivuovdi leat badjeolmmoš , ja čorrogieddi son leat geasseorohat .	ESS;PROPN;SG 3;FIN;IND;PL;PST;V N;NOM;PL _ CONJ ESS;N;SG 3;ESS;PL;PRO 3;FIN;IND;PST;SG;V N;NOM;SG _
dat lea guhkimus fanas .	dat leat guhkki fanas .	NOM;PRO;SG 3;FIN;IND;PRS;SG;V ADJ;RL N;NOM;SG _
dathan gal leat buorit guolit .	dat gal leat buorre guolli .	NOM;PL;PRO ADV 3;FIN;IND;PL;PRS;V ADJ;NOM;PL N;NOM;PL _
lávvomuoraid nala bidjat álo loavdaga .	lávvomuorra nala bidjat álo loavdda .	GEN;N;PL ADP 1;FIN;IND;PL;PRS;V ADV ACC;N;SG _
mus eai leat girjjit mielde .	mun ii leat girji mielde .	1;ESS;PRO;SG 3;FIN;IND;NEG;PL;V FIN;IND;PRS;V N;NOM;PL ADV _
searvegottiin lei dál ráfi miehtá judea ja galilea ja samaria .	searvegoddi leat dál ráfi miehtá judea ja galilea ja samaria .	ESS;N;PL 3;FIN;IND;PST;SG;V ADV N;NOM;SG ADP GEN;PROPN;SG CONJ GEN;PROPN;SG CONJ GEN;PROPN;SG _
daid ovddas gal in máksán maidege .	dat ovddas gal ii máksit mihkkege .	GEN;PL;PRO ADP ADV 1;FIN;IND;NEG;SG;V FIN;IND;PST;V ACC;PRO;SG _
mun heahpanan jámas !	mun heahpanit jámas ^excl	1;NOM;PRO;SG 1;FIN;IND;PRS;SG;V ADV _
oinnežan go su ihttin , dan in dieđe .	oaidnit go son ihttin , dat ii diehtit .	1;FIN;POT;PRS;SG;V PART 3;ACC;PRO;SG ADV _ ACC;PRO;SG 1;FIN;IND;NEG;SG;V FIN;IND;PRS;V _
stállu eallá dego olmmoš goađis meahcis gos sus lea eamit maid .	stállu eallit dego olmmoš goahti meahcci gos son leat eamit maid .	N;NOM;SG 3;FIN;IND;PRS;SG;V CONJ N;NOM;SG ESS;N;SG ESS;N;SG ADV 3;ESS;PRO;SG 3;FIN;IND;PRS;SG;V N;NOM;SG ADV _
mii vuolgit londonii golmmain mánáin ja ovttain beatnagiin .	mun vuolgit london golbma mánná ja okta beana .	1;NOM;PL;PRO 1;FIN;IND;PL;PRS;V IN+ALL;PROPN;SG COM;NUM;SG COM;N;SG CONJ COM;NUM;SG COM;N;SG _
ledje go mannan áhkuset lusa ?	leat go mannat áhkku lusa ?	3;FIN;IND;PL;PST;V PART PFV;V;V.PTCP GEN;N;PSS3P;SG ADP _
boađus šattai 3-2 .	boađus šaddat 3-2 .	N;NOM;SG 3;FIN;IND;PST;SG;V NOM;NUM;SG _
gáivuonas eai leat stuora jeakkit , ja dan_dihte eai leat ollu láttagat .	gáivuotna ii leat stuoris jeaggi , ja dan_dihte ii leat ollu láttat .	ESS;PROPN;SG 3;FIN;IND;NEG;PL;V FIN;IND;PRS;V ADJ N;NOM;PL _ CONJ ADV 3;FIN;IND;NEG;PL;V FIN;IND;PRS;V ADJ N;NOM;PL _
gean dat livččii ?	gii dat leat ?	GEN;PRO;SG NOM;PRO;SG 3;COND;FIN;PRS;SG;V _
geafit gal leat álo din luhtte ja sidjiide sáhttibehtet dahkat buriid .	geafi gal leat álo don luhtte ja son sáhttit dahkat buorri .	N;NOM;PL ADV 3;FIN;IND;PL;PRS;V ADV 2;GEN;PL;PRO ADP CONJ 3;IN+ALL;PL;PRO 2;FIN;IND;PL;PRS;V NFIN;V ACC;N;PL _
sii besset geavahit eatnigielaset .	son beassat geavahit eatnigiella .	3;NOM;PL;PRO 3;FIN;IND;PL;PRS;V NFIN;V ACC;N;PSS3P;SG _
áddjá rokkai ozastis njálgáid mánáide .	áddjá roggat ohca njálggis mánná .	N;NOM;SG 3;FIN;IND;PST;SG;V ESS;N;PSS3S;SG ACC;N;PL IN+ALL;N;PL _
áldu mii dálvvi miehtá njamaha miesi gohčoduvvo čearpmateadnin .	áldu mii dálvi miehtá njamahit miessi gohčodit čearpmateadni .	N;NOM;SG NOM;PRO;SG GEN;N;SG ADP 3;FIN;IND;PRS;SG;V ACC;N;SG 3;FIN;IND;PASS;PRS;SG;V FRML;N _
dán skuvllas ledje jahkásaččat sullii 20 oahppi geat iešdáhtolaččat bohte deike , ja buohkat ledje lullisámit .	dát skuvla leat jahkásaččat sullii 20 oahppi gii iešdáhtolaš boahtit deike , ja buohkat leat lullisápmi .	ESS;PRO;SG ESS;N;SG 3;FIN;IND;PL;PST;V ADV ADV NOM;NUM;SG GEN;N;SG NOM;PL;PRO ADV 3;FIN;IND;PL;PST;V ADV _ CONJ NOM;PL;PRO 3;FIN;IND;PL;PST;V N;NOM;PL _
vuoi , doai leahppi nu čeahpit !	vuoi , don leat nu čeahppi ^excl	INTJ _ 2;DU;NOM;PRO 2;DU;FIN;IND;PRS;V ADV ADJ;NOM;PL _
sámi biktasat leat dieđinge gárvvut dálkki dihte , muhto vuosihit maiddái gullevašvuođa .	sápmi bivttas leat dieđusge gárvu dálki dihte , muhto vuosehit maiddái gullevašvuohta .	GEN;N;SG N;NOM;PL 3;FIN;IND;PL;PRS;V ADV N;NOM;PL GEN;N;SG ADP _ CONJ 3;FIN;IND;PL;PRS;V ADV ACC;N;SG _
agivuloš mánná gean váhnemat eai eale ovttas , oažžu almmotge eaiggáduššat bohccuid siidaoasis sihke eatni ja áhči bealde .	agivuloš mánná gii váhnen ii eallit ovttas , oažžut almmotge eaiggáduššat boazu siidaoassi sihke eadni ja áhčči bealde .	ADJ N;NOM;SG GEN;PRO;SG N;NOM;PL 3;FIN;IND;NEG;PL;V FIN;IND;PRS;V ADV _ 3;FIN;IND;PRS;SG;V ADV NFIN;V ACC;N;PL ESS;N;SG ADV GEN;N;SG CONJ GEN;N;SG ADP _
álbmot mii ballá ii leat friija álbmot .	álbmot mii ballat ii leat friija álbmot .	N;NOM;SG NOM;PRO;SG 3;FIN;IND;PRS;SG;V 3;FIN;IND;NEG;SG;V FIN;IND;PRS;V ADJ N;NOM;SG _
skuvla galggai oahpahit sámemánáide dárogiela .	skuvla galgat oahpahit sámemánná dárogiella .	N;NOM;SG 3;FIN;IND;PST;SG;V NFIN;V IN+ALL;N;PL ACC;N;SG _
duo duon rukses biillas dat čohkkába .	duo duot ruoksat biila dat čohkkát .	ADV ESS;PRO;SG ADJ ESS;N;SG NOM;PL;PRO 3;DU;FIN;IND;PRS;V _
son lea áhčis láhkái .	son leat áhčči láhkai .	3;NOM;PRO;SG 3;FIN;IND;PRS;SG;V GEN;N;PSS3S;SG ADP _
soai gahčaiga eatnama áibmogeardái ja oalle botta joradettiin anárjávrri gáddái .	son gahččat eana áibmogeardi ja oalle bodda jorrat anárjávri gáddi .	3;DU;NOM;PRO 3;DU;FIN;IND;PST;V GEN;N;SG IN+ALL;N;SG CONJ ADV ACC;N;SG V;V.MSDR GEN;PROPN;SG IN+ALL;N;SG _
nappo leat gažaldagas historjjálaččat háhkkojuvvon vuoigatvuođat .	nappo leat gažaldat historjjálaš háhkat vuoigatvuohta .	ADV 3;FIN;IND;PL;PRS;V ESS;N;SG ADV PASS;PFV;V;V.PTCP N;NOM;PL _
ja dahke sii rokkiid dego iežánai meahcieallit .	ja dahkat son roggi dego iežá meahciealli .	CONJ 3;FIN;IND;PL;PST;V 3;NOM;PL;PRO ACC;N;PL CONJ PRO N;NOM;PL _
in mun gal dieđe sáhtežetne go vuolgit dál .	ii mun gal diehtit sáhttit go vuolgit dál .	1;FIN;IND;NEG;SG;V 1;NOM;PRO;SG ADV FIN;IND;PRS;V 1;DU;FIN;POT;PRS;V PART NFIN;V ADV _
soađi áigge duiskalaččat bolde eanaš viesuid finnmárkkus ja davvi-romssas .	soahti áigi duiskalaš boaldit eanaš viessu finnmárku ja davvi-romsa .	GEN;N;SG GEN;N;SG N;NOM;PL 3;FIN;IND;PL;PST;V ADJ ACC;N;PL ESS;PROPN;SG CONJ ESS;PROPN;SG _
son ii bivdde gal akto .	son ii bivdit gal akto .	3;NOM;PRO;SG 3;FIN;IND;NEG;SG;V FIN;IND;PRS;V ADV ADV _
de vulggiiga .	de vuolgit .	ADV 3;DU;FIN;IND;PST;V _
leat go min dihtorat ođđaáigásaččat ?	leat go mun dihtor ođđaáigásaš ?	3;FIN;IND;PL;PRS;V PART 1;GEN;PL;PRO N;NOM;PL ADJ;NOM;PL _
ja dat nubbi lahkki lea ain searveeallu .	ja dat nubbi lahkki leat ain searveeallu .	CONJ NOM;PRO;SG PRO N;NOM;SG 3;FIN;IND;PRS;SG;V ADV N;NOM;SG _
mun attán girjji ovtta oahppái .	mun addit girji okta oahppi .	1;NOM;PRO;SG 1;FIN;IND;PRS;SG;V ACC;N;SG IN+ALL;NUM;SG IN+ALL;N;SG _
dat geahččá mus borramuša .	dat geahččat mun borramuš .	NOM;PRO;SG 3;FIN;IND;PRS;SG;V 1;ESS;PRO;SG ACC;N;SG _
mánás orru leamen borranmiella .	mánná orrut leat borranmiella .	ESS;N;SG 3;FIN;IND;PRS;SG;V FRML;V;V.MSDR N;NOM;SG _
ovdamearkka dihtii ii gávdnon radio internáhtas .	ovdamearka dihtii ii gávdnot rádio internáhta .	GEN;N;SG ADP 3;FIN;IND;NEG;SG;V FIN;IND;PST;V N;NOM;SG ESS;N;SG _
henrik oaččui buot gussiid dearvan nuppi gearddi čađa , gos ii buollán .	henrik oažžut buot guossi dearvan nubbi geardi čađa , gos ii buollit .	NOM;PROPN;SG 3;FIN;IND;PST;SG;V PRO ACC;N;PL ADV ADJ;GEN;SG GEN;N;SG ADP _ ADV 3;FIN;IND;NEG;SG;V FIN;IND;PST;V _
dat mearkkaša ahte áddejin ja hállen , vaikko ii lean áibbas grammatihka mielde .	dat mearkkašit ahte áddet ja hállat , vaikko ii leat áibbas grammatihkka mielde .	NOM;PRO;SG 3;FIN;IND;PRS;SG;V CONJ 1;FIN;IND;PST;SG;V CONJ 1;FIN;IND;PST;SG;V _ CONJ 3;FIN;IND;NEG;SG;V FIN;IND;PST;V ADV GEN;N;SG ADP _
pippi viesu bálddas lei nubbi gárdin ja nubbi viessu .	pippi viessu bálddas leat nubbi gárdin ja nubbi viessu .	GEN;PROPN;SG GEN;N;SG ADP 3;FIN;IND;PST;SG;V PRO N;NOM;SG CONJ PRO N;NOM;SG _
báze dearvan !	báhcit dearvan ^excl	2;FIN;IMP;SG;V ADV _
gal giđđa lea suohtas áigi .	gal giđđa leat suohtas áigi .	ADV N;NOM;SG 3;FIN;IND;PRS;SG;V ADJ N;NOM;SG _
váldonjuolggadus lea ahte báikenamain dábálaččat eat ane goallossázu .	váldonjuolggadus leat ahte báikenamma dábálaččat ii atnit goallossáhcu .	N;NOM;SG 3;FIN;IND;PRS;SG;V CONJ ESS;N;PL ADV 1;FIN;IND;NEG;PL;V FIN;IND;PRS;V ACC;N;SG _
guhkki go lea du biila ?	guhkki go leat don biila ?	ADJ;NOM;SG PART 3;FIN;IND;PRS;SG;V 2;GEN;PRO;SG N;NOM;SG _
ja dalle leat sii váiban , ja beaivi lea jo nohkan .	ja dalle leat son váibat , ja beaivi leat jo nohkat .	CONJ ADV 3;FIN;IND;PL;PRS;V 3;NOM;PL;PRO PFV;V;V.PTCP _ CONJ N;NOM;SG 3;FIN;IND;PRS;SG;V ADV PFV;V;V.PTCP _
mun dáiddán boahtit .	mun dáidit boahtit .	1;NOM;PRO;SG 1;FIN;IND;PRS;SG;V NFIN;V _
1944:s eanaš skuvllat ja internáhtat boldojuvvojedje go duiskalaččat guđđe guovllu .	1944 eanaš skuvla ja internáhta boaldit go duiskalaš guođđit guovlu .	ESS;NUM;SG ADJ N;NOM;PL CONJ N;NOM;PL 3;FIN;IND;PASS;PL;PST;V CONJ N;NOM;PL 3;FIN;IND;PL;PST;V ACC;N;SG _
mun ledjen áigume čállit reivve .	mun leat áigut čállit reive .	1;NOM;PRO;SG 1;FIN;IND;PST;SG;V FRML;V;V.MSDR NFIN;V ACC;N;SG _
mánná lea gahperahttá .	mánná leat gahperahttá .	N;NOM;SG 3;FIN;IND;PRS;SG;V ADV _
nillá-mága gasttihišgođii .	nillá-máhka gasttihit .	ACC;N;SG 3;FIN;IND;PST;SG;V _
stállu ii šat diehtán , maid son gálggašii jearrat .	stállu ii šat diehtit , mii son galgat jearrat .	N;NOM;SG 3;FIN;IND;NEG;SG;V ADV FIN;IND;PST;V _ ACC;PRO;SG 3;NOM;PRO;SG 3;COND;FIN;PRS;SG;V NFIN;V _
áirasat geat vuostálastet eavttuhusa jienastit nu ahte deaddilit boalu ja čuožžilit .	áirras gii vuostálastit evttohus jienastit nu ahte deaddilit boallu ja čuožžilit .	N;NOM;PL NOM;PL;PRO 3;FIN;IND;PL;PRS;V ACC;N;SG 3;FIN;IND;PL;PRS;V ADV CONJ 3;FIN;IND;PL;PRS;V ACC;N;SG CONJ 3;FIN;IND;PL;PRS;V _
mii vulggiimet skihpáriiddámetguin várrái .	mun vuolgit skibir várri .	1;NOM;PL;PRO 1;FIN;IND;PL;PST;V COM;N;PL;PSS1P IN+ALL;N;SG _
biera oahpaha munnje matematihka .	biera oahpahit mun matematihkka .	NOM;PROPN;SG 3;FIN;IND;PRS;SG;V 1;IN+ALL;PRO;SG ACC;N;SG _
muhtumat ledje vácci .	muhtun leat vázzit .	NOM;PL;PRO 3;FIN;IND;PL;PST;V GEN;V;V.MSDR _
movt báikenamain geavahuvvo goallossáhcu čilgejuvvo 2.1.5 čuoggás .	movt báikenamma geavahit goallossáhcu čilget 2.1.5 čuokkis .	ADV ESS;N;PL 3;FIN;IND;PASS;PRS;SG;V N;NOM;SG 3;FIN;IND;PASS;PRS;SG;V ESS;NUM;SG ESS;N;SG _
goabbatge joavkkuin lonuhit čikčiid juohke viđát minuvttas .	goabbat joavku lonuhit čiekči juohke viđát minuhtta .	NOM;PRO ESS;N;PL 3;FIN;IND;PL;PRS;V ACC;N;PL PRO ADJ ESS;N;SG _
bargolávdegotti bargu : álgobargu lei čielggadit min mandáhta .	bargolávdegoddi bargu : álgobargu leat čielggadit mun mandáhta .	GEN;N;SG N;NOM;SG _ N;NOM;SG 3;FIN;IND;PST;SG;V NFIN;V 1;GEN;PL;PRO ACC;N;SG _
sápmelaččat geat ledje birgegoahtán dušše boazodoaluin , várra ledje buot friddjamusat .	sápmelaš gii leat birget dušše boazodoallu , várra leat buot friddja .	N;NOM;PL NOM;PL;PRO 3;FIN;IND;PL;PST;V PFV;V;V.PTCP ADV COM;N;SG _ ADV 3;FIN;IND;PL;PST;V ADV ADJ;NOM;PL;RL _
ádjás go lea ođđa fanas ?	áddjá go leat ođas fanas ?	ESS;N;SG PART 3;FIN;IND;PRS;SG;V ADJ N;NOM;SG _
buot lea lávkkas .	buot leat lávka .	NOM;PRO 3;FIN;IND;PRS;SG;V ESS;N;SG _
dat lei min ja din gaskkas .	dat leat mun ja don gaskkas .	NOM;PRO;SG 3;FIN;IND;PST;SG;V 1;GEN;PL;PRO CONJ 2;GEN;PL;PRO ADP _
